Date,Brand,Item Category,Item Group,Sub Item Group,Thickness,Size,Item Name,AX Code,QTY/Box,QTY/M2,QTY/Sh,Price/M2,Price/Sh,Price/Box,SO. No.,Invoice No.,Customer Name,Value Without Vat,Vat 14%,Total Value,Shipment No.,Shipment Code,Ex. Rate,Price/M2 +14%,Current Stock,Cost Per M2,Total Cost,Margin,Cost per Box,Value per Box,Box + VAT,Customer Segment,Lead Time,Arrival Date,Shipment Lead Time
14-Aug-24,Fuji,Plate,Solvent,Digital,1.7,1270 x 2032 mm,Flexo Solvent Digital Plate 1.7 / 1270 x 2032 mm,FC2003732,1,25.8,10,"EGP 2,719 ","EGP 7,018 ","EGP 70,175 ",FLX.2024.SO.000032,FLX.2024.M.INV.00041,Universal Misr,"EGP 56,140 ","EGP 7,860 ","EGP 64,000 ",2024/065,2024-P01,64,"EGP 3,100 ",0,"EGP 3,101 ","EGP 80,035 ",-42.60%,"EGP 80,035 ","EGP 56,140 ","EGP 64,000 ",Repro House,39,4-Mar-24,163
18-Aug-24,Fuji,Plate,Solvent,Analog,3.94,1067 x 1524 mm,Flexo Solvent Analog Plate 3.94 / 1067 x 1524 mm,FC2003735,6,58.5,36,"EGP 2,544 ","EGP 4,137 ","EGP 24,820 ",FLX.2024.SO.000033,FLX.2024.M.INV.00032,CMX,"EGP 148,917 ","EGP 20,848 ","EGP 169,766 ",2024/065,2024-P01,64,"EGP 2,900 ",0,"EGP 3,269 ","EGP 191,352 ",-28.50%,"EGP 31,892 ","EGP 24,820 ","EGP 28,294 ",Repro House,2,4-Mar-24,167
18-Aug-24,Fuji,Plate,Solvent,Analog,2.84,1067 x 1524 mm,Flexo Solvent Analog Plate 2.84 / 1067 x 1524 mm,FC2007777,1,13,8,"EGP 2,544 ","EGP 4,137 ","EGP 33,093 ",FLX.2024.SO.000033,FLX.2024.M.INV.00032,CMX,"EGP 33,093 ","EGP 4,633 ","EGP 37,726 ",2024/065,2024-P01,64,"EGP 2,900 ",16,"EGP 2,828 ","EGP 36,794 ",-11.20%,"EGP 36,794 ","EGP 33,093 ","EGP 37,726 ",Repro House,2,4-Mar-24,167
18-Aug-24,Fuji,Plate,Solvent,Digital,1.14,900 x 1200 mm,Flexo Solvent Digital Plate 1.14 / 900 x 1200 mm,FC2003728,10,129.6,120,"EGP 2,982 ","EGP 3,221 ","EGP 38,653 ",FLX.2024.SO.000034,FLX.2024.M.INV.00029,Pacman CCL,"EGP 386,526 ","EGP 54,114 ","EGP 440,640 ",2024/161,2024-P02,49,"EGP 3,400 ",0,"EGP 2,479 ","EGP 321,266 ",16.90%,"EGP 32,127 ","EGP 38,653 ","EGP 44,064 ",Label,30,1-May-24,109
19-Aug-24,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,10,309.7,120,"EGP 3,509 ","EGP 9,055 ","EGP 108,659 ",FLX.2024.SO.000035,FLX.2024.M.INV.00030,Hayat,"EGP 1,086,585 ","EGP 152,122 ","EGP 1,238,707 ",2024/065,2024-P01,64,"EGP 4,000 ",0,"EGP 3,101 ","EGP 960,419 ",11.60%,"EGP 96,042 ","EGP 108,659 ","EGP 123,871 ",Wide Web,10,4-Mar-24,168
19-Aug-24,Fuji,Plate,Solvent,Digital,1.14,900 x 1200 mm,Flexo Solvent Digital Plate 1.14 / 900 x 1200 mm,FC2003728,1,13,12,"EGP 3,509 ","EGP 3,789 ","EGP 45,474 ",FLX.2024.SO.000035,FLX.2024.M.INV.00030,Hayat,"EGP 45,474 ","EGP 6,366 ","EGP 51,840 ",2024/065,2024-P01,64,"EGP 4,000 ",0,"EGP 3,101 ","EGP 40,192 ",11.60%,"EGP 40,192 ","EGP 45,474 ","EGP 51,840 ",Wide Web,10,4-Mar-24,168
19-Aug-24,Fuji,Plate,Solvent,Digital,1.14,900 x 1200 mm,Flexo Solvent Digital Plate 1.14 / 900 x 1200 mm,FC2003728,4,51.8,48,"EGP 3,509 ","EGP 3,789 ","EGP 45,474 ",FLX.2024.SO.000035,FLX.2024.M.INV.00030,Hayat,"EGP 181,895 ","EGP 25,465 ","EGP 207,360 ",2024/161,2024-P02,49,"EGP 4,000 ",0,"EGP 2,479 ","EGP 128,506 ",29.40%,"EGP 32,127 ","EGP 45,474 ","EGP 51,840 ",Wide Web,10,1-May-24,110
19-Aug-24,Sakata,Ink,SUPERNOVA,White,,,Flexo Ink SUPERNOVA White,FC2003723,100,500,500,EGP 746 ,EGP 746 ,"EGP 3,728 ",FLX.2024.SO.000037,FLX.2024.M.INV.00031,Pacman CCL,"EGP 372,810 ","EGP 52,193 ","EGP 425,003 ",2024/087,2024-I01,51,EGP 850 ,1,EGP 592 ,"EGP 296,132 ",20.60%,"EGP 2,961 ","EGP 3,728 ","EGP 4,250 ",Label,30,18-Mar-24,154
3-Sep-24,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,5,154.8,60,"EGP 2,588 ","EGP 6,678 ","EGP 80,136 ",FLX.2024.SO.000038,FLX.2024.M.INV.00034,Kortuba,"EGP 400,678 ","EGP 56,095 ","EGP 456,773 ",2024/161,2024-P02,49,"EGP 2,950 ",0,"EGP 2,479 ","EGP 383,843 ",4.20%,"EGP 76,769 ","EGP 80,136 ","EGP 91,355 ",Repro House,120,1-May-24,125
3-Sep-24,Fuji,Plate,Solvent,Digital,1.7,1270 x 2032 mm,Flexo Solvent Digital Plate 1.7 / 1270 x 2032 mm,FC2003732,6,154.8,60,"EGP 2,588 ","EGP 6,678 ","EGP 66,780 ",FLX.2024.SO.000038,FLX.2024.M.INV.00034,Kortuba,"EGP 400,678 ","EGP 56,095 ","EGP 456,773 ",2024/161,2024-P02,49,"EGP 2,950 ",0,"EGP 2,479 ","EGP 383,842 ",4.20%,"EGP 63,974 ","EGP 66,780 ","EGP 76,129 ",Repro House,120,1-May-24,125
3-Sep-24,Fuji,Plate,Solvent,Digital,2.54,1270 x 2032 mm,Flexo Solvent Digital Plate 2.54 / 1270 x 2032 mm,FC2003733,6,139.4,54,"EGP 2,588 ","EGP 6,678 ","EGP 60,102 ",FLX.2024.SO.000038,FLX.2024.M.INV.00034,Kortuba,"EGP 360,610 ","EGP 50,485 ","EGP 411,096 ",2024/161,2024-P02,49,"EGP 2,950 ",0,"EGP 2,479 ","EGP 345,459 ",4.20%,"EGP 57,576 ","EGP 60,102 ","EGP 68,516 ",Repro House,120,1-May-24,125
3-Sep-24,Fuji,Plate,Solvent,Analog,2.84,1067 x 1524 mm,Flexo Solvent Analog Plate 2.84 / 1067 x 1524 mm,FC2007777,2,26,16,"EGP 2,544 ","EGP 4,137 ","EGP 33,093 ",FLX.2024.SO.000039,FLX.2024.M.INV.00033,CMX,"EGP 66,185 ","EGP 9,266 ","EGP 75,451 ",2024/065,2024-P01,64,"EGP 2,900 ",16,"EGP 2,828 ","EGP 73,588 ",-11.20%,"EGP 36,794 ","EGP 33,093 ","EGP 37,726 ",Repro House,1,4-Mar-24,183
3-Sep-24,Fuji,Plate,Solvent,Analog,3.94,1067 x 1524 mm,Flexo Solvent Analog Plate 3.94 / 1067 x 1524 mm,FC2003735,1,9.8,6,"EGP 2,544 ","EGP 4,137 ","EGP 24,820 ",FLX.2024.SO.000039,FLX.2024.M.INV.00033,CMX,"EGP 24,820 ","EGP 3,475 ","EGP 28,294 ",2024/065,2024-P01,64,"EGP 2,900 ",0,"EGP 3,269 ","EGP 31,892 ",-28.50%,"EGP 31,892 ","EGP 24,820 ","EGP 28,294 ",Repro House,1,4-Mar-24,183
17-Sep-24,Sakata,Ink,SUPERNOVA,White,,,Flexo Ink SUPERNOVA White,FC2003723,100,500,500,EGP 746 ,EGP 746 ,"EGP 3,728 ",FLX.2024.SO.000040,FLX.2024.M.INV.00035,Pacman CCL,"EGP 372,810 ","EGP 52,193 ","EGP 425,003 ",2024/087,2024-I01,51,EGP 850 ,1,EGP 592 ,"EGP 296,132 ",20.60%,"EGP 2,961 ","EGP 3,728 ","EGP 4,250 ",Label,36,18-Mar-24,183
24-Sep-24,Fuji,Plate,Solvent,Digital,1.14,1067 x 1524 mm,Flexo Solvent Digital Plate 1.14 / 1067 x 1524 mm,FC2003730,5,97.6,60,"EGP 3,509 ","EGP 5,706 ","EGP 68,468 ",FLX.2024.SO.000041,FLX.2024.M.INV.00036,Hayat,"EGP 342,339 ","EGP 47,927 ","EGP 390,266 ",2024/241,2024-P03,48.59,"EGP 4,000 ",0,"EGP 2,944 ","EGP 287,254 ",16.10%,"EGP 57,451 ","EGP 68,468 ","EGP 78,053 ",Wide Web,16,21-Sep-24,3
30-Sep-24,Sakata,Ink,SUPERNOVA,White,,,Flexo Ink SUPERNOVA White,FC2003723,100,500,500,EGP 746 ,EGP 746 ,"EGP 3,728 ",FLX.2024.SO.000042,FLX.2024.M.INV.00037,Pacman CCL,"EGP 372,810 ","EGP 52,193 ","EGP 425,003 ",2024/087,2024-I01,51,EGP 850 ,1,EGP 592 ,"EGP 296,132 ",20.60%,"EGP 2,961 ","EGP 3,728 ","EGP 4,250 ",Label,23,18-Mar-24,196
30-Sep-24,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,10,309.7,120,"EGP 2,588 ","EGP 6,678 ","EGP 80,136 ",FLX.2024.SO.000043,FLX.2024.M.INV.00039,Kortuba,"EGP 801,357 ","EGP 112,190 ","EGP 913,547 ",2024/161,2024-P02,49,"EGP 2,950 ",0,"EGP 2,479 ","EGP 767,685 ",4.20%,"EGP 76,769 ","EGP 80,136 ","EGP 91,355 ",Repro House,140,1-May-24,152
30-Sep-24,Fuji,Plate,Solvent,Digital,1.7,1270 x 2032 mm,Flexo Solvent Digital Plate 1.7 / 1270 x 2032 mm,FC2003732,3,77.4,30,"EGP 2,588 ","EGP 6,678 ","EGP 66,780 ",FLX.2024.SO.000043,FLX.2024.M.INV.00039,Kortuba,"EGP 200,339 ","EGP 28,047 ","EGP 228,387 ",2024/065,2024-P01,64,"EGP 2,950 ",0,"EGP 3,101 ","EGP 240,105 ",-19.80%,"EGP 80,035 ","EGP 66,780 ","EGP 76,129 ",Repro House,140,4-Mar-24,210
30-Sep-24,Fuji,Plate,Solvent,Digital,1.7,1270 x 2032 mm,Flexo Solvent Digital Plate 1.7 / 1270 x 2032 mm,FC2003732,4,103.2,40,"EGP 2,588 ","EGP 6,678 ","EGP 66,780 ",FLX.2024.SO.000043,FLX.2024.M.INV.00039,Kortuba,"EGP 267,119 ","EGP 37,397 ","EGP 304,516 ",2024/161,2024-P02,49,"EGP 2,950 ",0,"EGP 2,479 ","EGP 255,895 ",4.20%,"EGP 63,974 ","EGP 66,780 ","EGP 76,129 ",Repro House,140,1-May-24,152
30-Sep-24,Fuji,Plate,Solvent,Digital,2.54,1270 x 2032 mm,Flexo Solvent Digital Plate 2.54 / 1270 x 2032 mm,FC2003733,11,255.5,99,"EGP 2,588 ","EGP 6,678 ","EGP 60,102 ",FLX.2024.SO.000043,FLX.2024.M.INV.00039,Kortuba,"EGP 661,119 ","EGP 92,557 ","EGP 753,676 ",2024/161,2024-P02,49,"EGP 2,950 ",0,"EGP 2,479 ","EGP 633,341 ",4.20%,"EGP 57,576 ","EGP 60,102 ","EGP 68,516 ",Repro House,140,1-May-24,152
1-Oct-24,Fuji,Plate,Solvent,Digital,1.7,1270 x 2032 mm,Flexo Solvent Digital Plate 1.7 / 1270 x 2032 mm,FC2003732,1,25.8,10,"EGP 2,632 ","EGP 6,791 ","EGP 67,912 ",FLX.2024.SO.000044,FLX.2024.M.INV.00040,Unidots,"EGP 67,912 ","EGP 9,508 ","EGP 77,419 ",2024/065,2024-P01,64,"EGP 3,000 ",0,"EGP 3,101 ","EGP 80,035 ",-17.90%,"EGP 80,035 ","EGP 67,912 ","EGP 77,419 ",Repro House,96,4-Mar-24,211
1-Oct-24,Fuji,Plate,Solvent,Digital,1.7,1270 x 2032 mm,Flexo Solvent Digital Plate 1.7 / 1270 x 2032 mm,FC2003732,1,25.8,10,"EGP 2,632 ","EGP 6,791 ","EGP 67,912 ",FLX.2024.SO.000044,FLX.2024.M.INV.00040,Unidots,"EGP 67,912 ","EGP 9,508 ","EGP 77,419 ",2023/235,2023-P02,40.28,"EGP 3,000 ",0,"EGP 2,003 ","EGP 51,685 ",23.90%,"EGP 51,685 ","EGP 67,912 ","EGP 77,419 ",Repro House,96,1-Sep-23,396
20-Oct-24,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,1,31,12,"EGP 2,719 ","EGP 7,018 ","EGP 84,210 ",FLX.2024.SO.000045,FLX.2025.M.INV.00001,Unidots,"EGP 84,210 ","EGP 11,789 ","EGP 96,000 ",2024/161,2024-P02,49,"EGP 3,100 ",0,"EGP 2,479 ","EGP 76,769 ",8.80%,"EGP 76,769 ","EGP 84,210 ","EGP 96,000 ",Repro House,112,1-May-24,172
20-Oct-24,Sakata,Ink,SUPERNOVA,White,,,Flexo Ink SUPERNOVA White,FC2003723,100,500,500,EGP 746 ,EGP 746 ,"EGP 3,728 ",FLX.2024.SO.000046,FLX.2024.M.INV.00042,Pacman CCL,"EGP 372,810 ","EGP 52,193 ","EGP 425,003 ",2024/087,2024-I01,51,EGP 850 ,1,EGP 592 ,"EGP 296,132 ",20.60%,"EGP 2,961 ","EGP 3,728 ","EGP 4,250 ",Label,43,18-Mar-24,216
22-Oct-24,Fuji,Plate,Solvent,Digital,1.7,1270 x 2032 mm,Flexo Solvent Digital Plate 1.7 / 1270 x 2032 mm,FC2003732,1,25.8,10,"EGP 2,588 ","EGP 6,678 ","EGP 66,780 ",FLX.2024.SO.000047,FLX.2024.M.INV.00043,Kortuba,"EGP 66,780 ","EGP 9,349 ","EGP 76,129 ",2024/065,2024-P01,64,"EGP 2,950 ",0,"EGP 3,101 ","EGP 80,035 ",-19.80%,"EGP 80,035 ","EGP 66,780 ","EGP 76,129 ",Repro House,120,4-Mar-24,232
22-Oct-24,Fuji,Plate,Solvent,Digital,3.94,1270 x 2032 mm,Flexo Solvent Digital Plate 3.94 / 1270 x 2032 mm,FC2009933,1,15.5,6,"EGP 2,982 ","EGP 7,697 ","EGP 46,180 ",FLX.2024.SO.000048,FLX.2024.M.INV.00053,Kortuba,"EGP 46,180 ","EGP 6,465 ","EGP 52,645 ",2024/161,2024-P02,49,"EGP 3,400 ",13,"EGP 2,806 ","EGP 43,445 ",5.90%,"EGP 43,445 ","EGP 46,180 ","EGP 52,645 ",Repro House,113,1-May-24,174
22-Oct-24,Fuji,Plate,Solvent,Digital,2.54,1270 x 2032 mm,Flexo Solvent Digital Plate 2.54 / 1270 x 2032 mm,FC2003733,1,23.2,9,"EGP 2,763 ","EGP 7,131 ","EGP 64,176 ",FLX.2024.SO.000049,FLX.2024.M.INV.00044,Smart Four Flexo,"EGP 64,176 ","EGP 8,985 ","EGP 73,161 ",2024/161,2024-P02,49,"EGP 3,150 ",0,"EGP 2,479 ","EGP 57,576 ",10.30%,"EGP 57,576 ","EGP 64,176 ","EGP 73,161 ",Repro House,40,1-May-24,174
23-Oct-24,Fuji,Plate,Solvent,Digital,3.94,1270 x 2032 mm,Flexo Solvent Digital Plate 3.94 / 1270 x 2032 mm,FC2009933,1,15.5,6,"EGP 3,070 ","EGP 7,923 ","EGP 47,538 ",FLX.2024.SO.000050,FLX.2024.M.INV.00045,Al Taraki,"EGP 47,538 ","EGP 6,655 ","EGP 54,193 ",2024/161,2024-P02,49,"EGP 3,500 ",13,"EGP 2,806 ","EGP 43,445 ",8.60%,"EGP 43,445 ","EGP 47,538 ","EGP 54,193 ",Repro House,49,1-May-24,175
31-Oct-24,Fuji,Plate,Solvent,Digital,1.14,900 x 1200 mm,Flexo Solvent Digital Plate 1.14 / 900 x 1200 mm,FC2003728,1,13,12,"EGP 2,982 ","EGP 3,221 ","EGP 38,653 ",FLX.2024.SO.000052,FLX.2024.M.INV.00046,Pacman CCL,"EGP 38,653 ","EGP 5,411 ","EGP 44,064 ",2024/161,2024-P02,49,"EGP 3,400 ",0,"EGP 2,479 ","EGP 32,127 ",16.90%,"EGP 32,127 ","EGP 38,653 ","EGP 44,064 ",Label,29,1-May-24,183
4-Nov-24,Sakata,Ink,SUPERNOVA,White,,,Flexo Ink SUPERNOVA White,FC2003723,100,500,500,EGP 746 ,EGP 746 ,"EGP 3,728 ",FLX.2024.SO.000053,FLX.2024.M.INV.00047,Pacman CCL,"EGP 372,810 ","EGP 52,193 ","EGP 425,003 ",2024/087,2024-I01,51,EGP 850 ,1,EGP 592 ,"EGP 296,132 ",20.60%,"EGP 2,961 ","EGP 3,728 ","EGP 4,250 ",Label,28,18-Mar-24,231
19-Nov-24,Fuji,Plate,Solvent,Digital,1.14,900 x 1200 mm,Flexo Solvent Digital Plate 1.14 / 900 x 1200 mm,FC2003728,10,129.6,120,"EGP 2,982 ","EGP 3,221 ","EGP 38,653 ",FLX.2024.SO.000055,FLX.2024.M.INV.00048,Pacman CCL,"EGP 386,526 ","EGP 54,114 ","EGP 440,640 ",2024/161,2024-P02,49,"EGP 3,400 ",0,"EGP 2,479 ","EGP 321,266 ",16.90%,"EGP 32,127 ","EGP 38,653 ","EGP 44,064 ",Label,41,1-May-24,202
27-Nov-24,Fuji,Plate,Solvent,Digital,3.94,1270 x 2032 mm,Flexo Solvent Digital Plate 3.94 / 1270 x 2032 mm,FC2009933,2,31,12,"EGP 2,982 ","EGP 7,697 ","EGP 46,180 ",FLX.2024.SO.000056,FLX.2024.M.INV.00049,Smart Four Flexo,"EGP 92,360 ","EGP 12,930 ","EGP 105,290 ",2024/161,2024-P02,49,"EGP 3,400 ",13,"EGP 2,806 ","EGP 86,890 ",5.90%,"EGP 43,445 ","EGP 46,180 ","EGP 52,645 ",Repro House,4,1-May-24,210
1-Dec-24,Fuji,Plate,Solvent,Digital,3.94,1270 x 2032 mm,Flexo Solvent Digital Plate 3.94 / 1270 x 2032 mm,FC2009933,1,15.5,6,"EGP 3,070 ","EGP 7,923 ","EGP 47,538 ",FLX.2024.SO.000057,FLX.2024.M.INV.00050,Al Taraki,"EGP 47,538 ","EGP 6,655 ","EGP 54,193 ",2024/161,2024-P02,49,"EGP 3,500 ",13,"EGP 2,806 ","EGP 43,445 ",8.60%,"EGP 43,445 ","EGP 47,538 ","EGP 54,193 ",Repro House,74,1-May-24,214
1-Dec-24,Fuji,Plate,Solvent,Digital,2.54,1270 x 2032 mm,Flexo Solvent Digital Plate 2.54 / 1270 x 2032 mm,FC2003733,1,23.2,9,"EGP 2,807 ","EGP 7,244 ","EGP 65,195 ",FLX.2024.SO.000057,FLX.2024.M.INV.00050,Al Taraki,"EGP 65,195 ","EGP 9,127 ","EGP 74,322 ",2024/161,2024-P02,49,"EGP 3,200 ",0,"EGP 2,479 ","EGP 57,576 ",11.70%,"EGP 57,576 ","EGP 65,195 ","EGP 74,322 ",Repro House,74,1-May-24,214
12-Dec-24,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,20,619.4,240,"EGP 2,456 ","EGP 6,338 ","EGP 76,061 ",FLX.2024.SO.000058,FLX.2024.M.INV.00051,Unidots,"EGP 1,521,219 ","EGP 212,971 ","EGP 1,734,190 ",2024/161,2024-P02,49,"EGP 2,800 ",0,"EGP 2,479 ","EGP 1,535,370 ",-0.90%,"EGP 76,769 ","EGP 76,061 ","EGP 86,710 ",Repro House,120,1-May-24,225
18-Dec-24,Fuji,Plate,Solvent,Digital,2.54,1270 x 2032 mm,Flexo Solvent Digital Plate 2.54 / 1270 x 2032 mm,FC2003733,6,139.4,54,"EGP 2,544 ","EGP 6,565 ","EGP 59,083 ",FLX.2024.SO.000059,FLX.2024.M.INV.00052,Kortuba,"EGP 354,498 ","EGP 49,630 ","EGP 404,128 ",2024/065,2024-P01,64,"EGP 2,900 ",0,"EGP 3,101 ","EGP 432,189 ",-21.90%,"EGP 72,032 ","EGP 59,083 ","EGP 67,355 ",Repro House,117,4-Mar-24,289
18-Dec-24,Fuji,Plate,Solvent,Digital,2.54,1270 x 2032 mm,Flexo Solvent Digital Plate 2.54 / 1270 x 2032 mm,FC2003733,6,139.4,54,"EGP 2,544 ","EGP 6,565 ","EGP 59,083 ",FLX.2024.SO.000059,FLX.2024.M.INV.00052,Kortuba,"EGP 354,498 ","EGP 49,630 ","EGP 404,128 ",2024/161,2024-P02,49,"EGP 2,900 ",0,"EGP 2,479 ","EGP 345,459 ",2.60%,"EGP 57,576 ","EGP 59,083 ","EGP 67,355 ",Repro House,117,1-May-24,231
13-Jan-25,Sakata,Ink,SUPERNOVA,White,,,Flexo Ink SUPERNOVA White,FC2003723,79,395,395,EGP 746 ,EGP 746 ,"EGP 3,728 ",FLX.2025.SO.000001,FLX.2025.M.INV.00002,Pacman CCL,"EGP 294,520 ","EGP 41,233 ","EGP 335,753 ",2024/087,2024-I01,51,EGP 850 ,1,EGP 592 ,"EGP 233,944 ",20.60%,"EGP 2,961 ","EGP 3,728 ","EGP 4,250 ",Label,32,18-Mar-24,301
12-Jan-25,Fuji,Plate,Solvent,Digital,1.14,900 x 1200 mm,Flexo Solvent Digital Plate 1.14 / 900 x 1200 mm,FC2003728,6,77.8,72,"EGP 3,509 ","EGP 3,789 ","EGP 45,474 ",FLX.2025.SO.000002,FLX.2025.M.INV.00005,Hayat,"EGP 272,842 ","EGP 38,198 ","EGP 311,040 ",2024/161,2024-P02,49,"EGP 4,000 ",0,"EGP 2,479 ","EGP 192,759 ",29.40%,"EGP 32,127 ","EGP 45,474 ","EGP 51,840 ",Wide Web,21,1-May-24,256
12-Jan-25,Fuji,Plate,Solvent,Digital,1.14,1067 x 1524 mm,Flexo Solvent Digital Plate 1.14 / 1067 x 1524 mm,FC2003730,4,78.1,48,"EGP 3,509 ","EGP 5,706 ","EGP 68,468 ",FLX.2025.SO.000002,FLX.2025.M.INV.00005,Hayat,"EGP 273,871 ","EGP 38,342 ","EGP 312,213 ",2024/241,2024-P03,48.59,"EGP 4,000 ",0,"EGP 2,944 ","EGP 229,803 ",16.10%,"EGP 57,451 ","EGP 68,468 ","EGP 78,053 ",Wide Web,21,21-Sep-24,113
14-Jan-25,Fuji,Plate,Solvent,Digital,1.14,900 x 1200 mm,Flexo Solvent Digital Plate 1.14 / 900 x 1200 mm,FC2003728,10,129.6,120,"EGP 2,982 ","EGP 3,221 ","EGP 38,653 ",FLX.2025.SO.000003,FLX.2025.M.INV.00003,Pacman CCL,"EGP 386,526 ","EGP 54,114 ","EGP 440,640 ",2024/161,2024-P02,49,"EGP 3,400 ",0,"EGP 2,479 ","EGP 321,266 ",16.90%,"EGP 32,127 ","EGP 38,653 ","EGP 44,064 ",Label,30,1-May-24,258
14-Jan-25,Fuji,Plate,Solvent,Digital,3.94,1270 x 2032 mm,Flexo Solvent Digital Plate 3.94 / 1270 x 2032 mm,FC2009933,1,15.5,6,"EGP 3,070 ","EGP 7,923 ","EGP 47,538 ",FLX.2025.SO.000004,FLX.2025.M.INV.00004,Al Taraki,"EGP 47,538 ","EGP 6,655 ","EGP 54,193 ",2024/161,2024-P02,49,"EGP 3,500 ",13,"EGP 2,806 ","EGP 43,445 ",8.60%,"EGP 43,445 ","EGP 47,538 ","EGP 54,193 ",Repro House,82,1-May-24,258
23-Feb-25,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,13,402.6,156,"EGP 2,456 ","EGP 6,338 ","EGP 76,061 ",FLX.2025.SO.000005,FLX.2025.M.INV.00007,Unidots,"EGP 988,793 ","EGP 138,431 ","EGP 1,127,224 ",2024/161,2024-P02,49,"EGP 2,800 ",0,"EGP 2,479 ","EGP 997,991 ",-0.90%,"EGP 76,769 ","EGP 76,061 ","EGP 86,710 ",Repro House,71,1-May-24,298
23-Feb-25,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,13,402.6,156,"EGP 2,456 ","EGP 6,338 ","EGP 76,061 ",FLX.2025.SO.000005,FLX.2025.M.INV.00009,Unidots,"EGP 988,793 ","EGP 138,431 ","EGP 1,127,224 ",2024/161,2024-P02,49,"EGP 2,800 ",0,"EGP 2,479 ","EGP 997,991 ",-0.90%,"EGP 76,769 ","EGP 76,061 ","EGP 86,710 ",Repro House,71,1-May-24,298
23-Feb-25,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,8,247.7,96,"EGP 2,456 ","EGP 6,338 ","EGP 76,061 ",FLX.2025.SO.000005,FLX.2025.M.INV.00011,Unidots,"EGP 608,488 ","EGP 85,188 ","EGP 693,676 ",2024/161,2024-P02,49,"EGP 2,800 ",0,"EGP 2,479 ","EGP 614,148 ",-0.90%,"EGP 76,769 ","EGP 76,061 ","EGP 86,710 ",Repro House,110,1-May-24,298
23-Feb-25,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,5,154.8,60,"EGP 2,456 ","EGP 6,338 ","EGP 76,061 ",FLX.2025.SO.000005,FLX.2025.M.INV.00011,Unidots,"EGP 380,305 ","EGP 53,243 ","EGP 433,548 ",2024/065,2024-P01,64,"EGP 2,800 ",0,"EGP 3,101 ","EGP 480,209 ",-26.30%,"EGP 96,042 ","EGP 76,061 ","EGP 86,710 ",Repro House,110,4-Mar-24,356
19-Mar-25,Fuji,Plate,Solvent,Digital,1.14,900 x 1200 mm,Flexo Solvent Digital Plate 1.14 / 900 x 1200 mm,FC2003728,9,116.6,108,"EGP 2,982 ","EGP 3,221 ","EGP 38,653 ",FLX.2025.SO.000006,FLX.2025.M.INV.00006,Pacman CCL,"EGP 347,874 ","EGP 48,702 ","EGP 396,576 ",2024/161,2024-P02,49,"EGP 3,400 ",0,"EGP 2,479 ","EGP 289,139 ",16.90%,"EGP 32,127 ","EGP 38,653 ","EGP 44,064 ",Label,40,1-May-24,322
23-Mar-25,Fuji,Plate,Solvent,Digital,3.94,1270 x 2032 mm,Flexo Solvent Digital Plate 3.94 / 1270 x 2032 mm,FC2009933,2,31,12,"EGP 2,982 ","EGP 7,697 ","EGP 46,180 ",FLX.2025.SO.000007,FLX.2025.M.INV.00008,Al Taraki,"EGP 92,360 ","EGP 12,930 ","EGP 105,290 ",2024/161,2024-P02,49,"EGP 3,400 ",13,"EGP 2,806 ","EGP 86,890 ",5.90%,"EGP 43,445 ","EGP 46,180 ","EGP 52,645 ",Repro House,407,1-May-24,326
29-Apr-25,Fuji,Plate,Solvent,Digital,3.94,1270 x 2032 mm,Flexo Solvent Digital Plate 3.94 / 1270 x 2032 mm,FC2009933,2,31,12,"EGP 2,982 ","EGP 7,697 ","EGP 46,180 ",FLX.2025.SO.000008,FLX.2025.M.INV.00010,Al Taraki,"EGP 92,360 ","EGP 12,930 ","EGP 105,290 ",2024/161,2024-P02,49,"EGP 3,400 ",13,"EGP 2,806 ","EGP 86,890 ",5.90%,"EGP 43,445 ","EGP 46,180 ","EGP 52,645 ",Repro House,365,1-May-24,363
