Date,Brand,Item Category,Item Group,Sub Item Group,Thickness,Size,Item Name,AX Code,QTY/Box,QTY/M2,QTY/Sh,Price/M2,Price/Sh,Price/Box,SO. No.,Invoice No.,Customer Name,Value Without Vat,Vat 14%,Total Value,Shipment No.,Shipment Code,Ex. Rate,Price/M2 +14%,Current Stock,Cost Per M2,Total Cost,Margin,Cost per Box,Value per Box,Box + VAT,Customer Segment,Lead Time,Arrival Date,Shipment Lead Time
27-Aug-23,Fuji,Plate,Solvent,Analog,2.84,1067 x 1524 mm,Flexo Solvent Analog Plate 2.84 / 1067 x 1524 mm,FC2007777,2,26,16,"EGP 2,719 ","EGP 4,422 ","EGP 35,375 ",FLX.2023.SO.000025,FLX.2023.M.INV.00022,Hammoda,"EGP 70,750 ","EGP 9,905 ","EGP 80,655 ",2023/147,2023-P01,39.44,"EGP 3,100 ",0,"EGP 1,995 ","EGP 51,894 ",26.70%,"EGP 25,947 ","EGP 35,375 ","EGP 40,327 ",Repro House,31,15-May-23,104
27-Aug-23,Fuji,Plate,Solvent,Analog,2.84,1067 x 1524 mm,Flexo Solvent Analog Plate 2.84 / 1067 x 1524 mm,FC2007777,2,26,16,"EGP 2,719 ","EGP 4,422 ","EGP 35,375 ",FLX.2023.SO.000026,FLX.2023.M.INV.00023,alshrouk,"EGP 70,750 ","EGP 9,905 ","EGP 80,655 ",2023/147,2023-P01,39.44,"EGP 3,100 ",0,"EGP 1,995 ","EGP 51,894 ",26.70%,"EGP 25,947 ","EGP 35,375 ","EGP 40,327 ",Repro House,0,15-May-23,104
27-Aug-23,Fuji,Plate,Solvent,Analog,2.84,1067 x 1524 mm,Flexo Solvent Analog Plate 2.84 / 1067 x 1524 mm,FC2007777,1,13,8,"EGP 2,719 ","EGP 4,422 ","EGP 35,375 ",FLX.2023.SO.000026,FLX.2023.M.INV.00023,alshrouk,"EGP 35,375 ","EGP 4,952 ","EGP 40,327 ",2023/144,2023-P01,39.9,"EGP 3,100 ",0,"EGP 2,018 ","EGP 26,255 ",25.80%,"EGP 26,255 ","EGP 35,375 ","EGP 40,327 ",Repro House,0,15-May-23,104
28-Aug-23,Fuji,Plate,Solvent,Analog,2.84,1067 x 1524 mm,Flexo Solvent Analog Plate 2.84 / 1067 x 1524 mm,FC2007777,1,13,8,"EGP 2,719 ","EGP 4,422 ","EGP 35,375 ",FLX.2023.SO.000027,FLX.2023.M.INV.00025,Sawfa,"EGP 35,375 ","EGP 4,952 ","EGP 40,327 ",2023/144,2023-P01,39.9,"EGP 3,100 ",0,"EGP 2,018 ","EGP 26,255 ",25.80%,"EGP 26,255 ","EGP 35,375 ","EGP 40,327 ",Repro House,0,15-May-23,105
28-Aug-23,Fuji,Plate,Solvent,Analog,2.84,1067 x 1524 mm,Flexo Solvent Analog Plate 2.84 / 1067 x 1524 mm,FC2007777,1,13,8,"EGP 2,719 ","EGP 4,422 ","EGP 35,375 ",FLX.2023.SO.000028,FLX.2023.M.INV.00024,Pioneers,"EGP 35,375 ","EGP 4,952 ","EGP 40,327 ",2023/144,2023-P01,39.9,"EGP 3,100 ",0,"EGP 2,018 ","EGP 26,255 ",25.80%,"EGP 26,255 ","EGP 35,375 ","EGP 40,327 ",Repro House,0,15-May-23,105
29-Aug-23,Fuji,Plate,Solvent,Analog,2.84,1067 x 1524 mm,Flexo Solvent Analog Plate 2.84 / 1067 x 1524 mm,FC2007777,1,13,8,"EGP 2,719 ","EGP 4,422 ","EGP 35,375 ",FLX.2023.SO.000029,FLX.2023.M.INV.00026,progress,"EGP 35,375 ","EGP 4,952 ","EGP 40,327 ",2023/144,2023-P01,39.9,"EGP 3,100 ",0,"EGP 2,018 ","EGP 26,255 ",25.80%,"EGP 26,255 ","EGP 35,375 ","EGP 40,327 ",Repro House,0,15-May-23,106
29-Aug-23,Fuji,Plate,Solvent,Analog,2.84,1067 x 1524 mm,Flexo Solvent Analog Plate 2.84 / 1067 x 1524 mm,FC2007777,1,13,8,"EGP 2,719 ","EGP 4,422 ","EGP 35,375 ",FLX.2023.SO.000030,FLX.2023.M.INV.00027,daso,"EGP 35,375 ","EGP 4,952 ","EGP 40,327 ",2023/144,2023-P01,39.9,"EGP 3,100 ",0,"EGP 2,018 ","EGP 26,255 ",25.80%,"EGP 26,255 ","EGP 35,375 ","EGP 40,327 ",Repro House,0,15-May-23,106
3-Sep-23,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,10,309.7,120,"EGP 2,763 ","EGP 7,131 ","EGP 85,569 ",FLX.2023.SO.000032,FLX.2023.M.INV.00029,Pacman CCL,"EGP 855,686 ","EGP 119,796 ","EGP 975,482 ",2023/233,2023-P02,40.28,"EGP 3,150 ",0,"EGP 2,050 ","EGP 634,817 ",25.80%,"EGP 63,482 ","EGP 85,569 ","EGP 97,548 ",Label,35,1-Sep-23,2
3-Sep-23,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,10,309.7,120,"EGP 2,763 ","EGP 7,131 ","EGP 85,569 ",FLX.2023.SO.000032,FLX.2023.M.INV.00029,Pacman CCL,"EGP 855,686 ","EGP 119,796 ","EGP 975,482 ",2023/234,2023-P02,40.28,"EGP 3,150 ",0,"EGP 2,035 ","EGP 630,308 ",26.30%,"EGP 63,031 ","EGP 85,569 ","EGP 97,548 ",Label,35,1-Sep-23,2
31-Aug-23,Fuji,Plate,Solvent,Analog,2.84,1067 x 1524 mm,Flexo Solvent Analog Plate 2.84 / 1067 x 1524 mm,FC2007777,2,26,16,"EGP 2,719 ","EGP 4,422 ","EGP 35,375 ",FLX.2023.SO.000033,FLX.2023.M.INV.00028,CMX,"EGP 70,750 ","EGP 9,905 ","EGP 80,655 ",2023/144,2023-P01,39.9,"EGP 3,100 ",0,"EGP 2,018 ","EGP 52,510 ",25.80%,"EGP 26,255 ","EGP 35,375 ","EGP 40,327 ",Repro House,0,15-May-23,108
3-Sep-23,Fuji,Plate,Solvent,Digital,1.14,900 x 1200 mm,Flexo Solvent Digital Plate 1.14 / 900 x 1200 mm,FC2003728,10,129.6,120,"EGP 2,763 ","EGP 2,984 ","EGP 35,811 ",FLX.2023.SO.000031,FLX.2023.M.INV.00030,Pacman CCL,"EGP 358,105 ","EGP 50,135 ","EGP 408,240 ",2023/233,2023-P02,40.28,"EGP 3,150 ",0,"EGP 2,050 ","EGP 265,663 ",25.80%,"EGP 26,566 ","EGP 35,811 ","EGP 40,824 ",Label,35,1-Sep-23,2
3-Sep-23,Fuji,Plate,Solvent,Digital,1.14,900 x 1200 mm,Flexo Solvent Digital Plate 1.14 / 900 x 1200 mm,FC2003728,10,129.6,120,"EGP 2,763 ","EGP 2,984 ","EGP 35,811 ",FLX.2023.SO.000031,FLX.2023.M.INV.00030,Pacman CCL,"EGP 358,105 ","EGP 50,135 ","EGP 408,240 ",2023/234,2023-P02,40.28,"EGP 3,150 ",0,"EGP 2,035 ","EGP 263,775 ",26.30%,"EGP 26,378 ","EGP 35,811 ","EGP 40,824 ",Label,35,1-Sep-23,2
3-Sep-23,Fuji,Plate,Solvent,Digital,1.14,900 x 1200 mm,Flexo Solvent Digital Plate 1.14 / 900 x 1200 mm,FC2003728,10,129.6,120,"EGP 2,763 ","EGP 2,984 ","EGP 35,811 ",FLX.2023.SO.000031,FLX.2023.M.INV.00030,Pacman CCL,"EGP 358,105 ","EGP 50,135 ","EGP 408,240 ",2023/235,2023-P02,40.28,"EGP 3,150 ",0,"EGP 2,056 ","EGP 266,415 ",25.60%,"EGP 26,642 ","EGP 35,811 ","EGP 40,824 ",Label,35,1-Sep-23,2
3-Sep-23,Fuji,Plate,Solvent,Digital,2.54,1270 x 2032 mm,Flexo Solvent Digital Plate 2.54 / 1270 x 2032 mm,FC2003733,1,23.2,9,"EGP 2,851 ","EGP 7,357 ","EGP 66,214 ",FLX.2023.SO.000034,FLX.2023.M.INV.00031,INCH,"EGP 66,214 ","EGP 9,270 ","EGP 75,484 ",2023/233,2023-P02,40.28,"EGP 3,250 ",0,"EGP 2,119 ","EGP 49,206 ",25.70%,"EGP 49,206 ","EGP 66,214 ","EGP 75,484 ",Repro House,0,1-Sep-23,2
4-Sep-23,Fuji,Plate,Solvent,Digital,1.14,1270 x 2032 mm,Flexo Solvent Digital Plate 1.14 / 1270 x 2032 mm,FC2003731,10,309.7,120,"EGP 2,719 ","EGP 7,018 ","EGP 84,210 ",FLX.2023.SO.000035,FLX.2023.M.INV.00033,Unidots,"EGP 842,104 ","EGP 117,895 ","EGP 959,998 ",2023/235,2023-P02,40.28,"EGP 3,100 ",0,"EGP 2,056 ","EGP 636,616 ",24.40%,"EGP 63,662 ","EGP 84,210 ","EGP 96,000 ",Repro House,67,1-Sep-23,3
4-Sep-23,Fuji,Plate,Solvent,Analog,2.84,1067 x 1524 mm,Flexo Solvent Analog Plate 2.84 / 1067 x 1524 mm,FC2007777,1,13,8,"EGP 2,719 ","EGP 4,422 ","EGP 35,375 ",FLX.2023.SO.000036,FLX.2023.M.INV.00032,Sawfa,"EGP 35,375 ","EGP 4,952 ","EGP 40,327 ",2023/144,2023-P01,39.9,"EGP 3,100 ",0,"EGP 2,018 ","EGP 26,255 ",25.80%,"EGP 26,255 ","EGP 35,375 ","EGP 40,327 ",Repro House,0,15-May-23,112
5-Sep-23,Fuji,Plate,Solvent,Digital,2.54,1270 x 2032 mm,Flexo Solvent Digital Plate 2.54 / 1270 x 2032 mm,FC2003733,1,23.2,9,"EGP 2,851 ","EGP 7,357 ","EGP 66,214 ",FLX.2023.SO.000037,FLX.2023.M.INV.00034,INCH,"EGP 66,214 ","EGP 9,270 ","EGP 75,484 ",2023/233,2023-P02,40.28,"EGP 3,250 ",0,"EGP 2,119 ","EGP 49,206 ",25.70%,"EGP 49,206 ","EGP 66,214 ","EGP 75,484 ",Repro House,1,1-Sep-23,4
6-Sep-23,Fuji,Plate,Solvent,Digital,2.54,1270 x 2032 mm,Flexo Solvent Digital Plate 2.54 / 1270 x 2032 mm,FC2003733,1,23.2,9,"EGP 2,807 ","EGP 7,244 ","EGP 65,195 ",FLX.2023.SO.000038,FLX.2023.M.INV.00035,Smart Four Flexo,"EGP 65,195 ","EGP 9,127 ","EGP 74,322 ",2023/233,2023-P02,40.28,"EGP 3,200 ",0,"EGP 2,119 ","EGP 49,206 ",24.50%,"EGP 49,206 ","EGP 65,195 ","EGP 74,322 ",Repro House,32,1-Sep-23,5
6-Sep-23,Fuji,Plate,Solvent,Digital,2.54,1270 x 2032 mm,Flexo Solvent Digital Plate 2.54 / 1270 x 2032 mm,FC2003733,1,23.2,9,"EGP 2,807 ","EGP 7,244 ","EGP 65,195 ",FLX.2023.SO.000038,FLX.2023.M.INV.00035,Smart Four Flexo,"EGP 65,195 ","EGP 9,127 ","EGP 74,322 ",2023/234,2023-P02,40.28,"EGP 3,200 ",0,"EGP 2,035 ","EGP 47,273 ",27.50%,"EGP 47,273 ","EGP 65,195 ","EGP 74,322 ",Repro House,32,1-Sep-23,5
11-Sep-23,Fuji,Plate,Solvent,Analog,3.94,1067 x 1524 mm,Flexo Solvent Analog Plate 3.94 / 1067 x 1524 mm,FC2003735,2,19.5,12,"EGP 2,807 ","EGP 4,565 ","EGP 27,387 ",FLX.2023.SO.000040,FLX.2023.M.INV.00036,essam,"EGP 54,774 ","EGP 7,668 ","EGP 62,443 ",2023/144,2023-P01,39.9,"EGP 3,200 ",0,"EGP 2,018 ","EGP 39,383 ",28.10%,"EGP 19,691 ","EGP 27,387 ","EGP 31,221 ",Repro House,-1,15-May-23,119
11-Sep-23,Fuji,Plate,Solvent,Digital,2.54,1270 x 2032 mm,Flexo Solvent Digital Plate 2.54 / 1270 x 2032 mm,FC2003733,2,46.5,18,"EGP 2,807 ","EGP 7,244 ","EGP 65,195 ",FLX.2023.SO.000041,FLX.2023.M.INV.00037,FLX DIG.,"EGP 130,390 ","EGP 18,255 ","EGP 148,645 ",2023/234,2023-P02,40.28,"EGP 3,200 ",0,"EGP 2,035 ","EGP 94,546 ",27.50%,"EGP 47,273 ","EGP 65,195 ","EGP 74,322 ",Repro House,36,1-Sep-23,10
11-Sep-23,Fuji,Plate,Solvent,Digital,2.54,1270 x 2032 mm,Flexo Solvent Digital Plate 2.54 / 1270 x 2032 mm,FC2003733,3,69.7,27,"EGP 2,807 ","EGP 7,244 ","EGP 65,195 ",FLX.2023.SO.000041,FLX.2023.M.INV.00037,FLX DIG.,"EGP 195,585 ","EGP 27,382 ","EGP 222,967 ",2023/235,2023-P02,40.28,"EGP 3,200 ",0,"EGP 2,003 ","EGP 139,550 ",28.70%,"EGP 46,517 ","EGP 65,195 ","EGP 74,322 ",Repro House,36,1-Sep-23,10
18-Sep-23,Fuji,Plate,Solvent,Digital,1.14,1067 x 1524 mm,Flexo Solvent Digital Plate 1.14 / 1067 x 1524 mm,FC2003730,2,39,24,"EGP 2,807 ","EGP 4,565 ","EGP 54,774 ",FLX.2023.SO.000042,FLX.2023.M.INV.00038,Elif,"EGP 109,548 ","EGP 15,337 ","EGP 124,885 ",2023/233,2023-P02,40.28,"EGP 3,200 ",0,"EGP 2,050 ","EGP 80,000 ",27.00%,"EGP 40,000 ","EGP 54,774 ","EGP 62,443 ",Wide Web,52,1-Sep-23,17
26-Sep-23,Fuji,Plate,Solvent,Digital,1.7,1270 x 2032 mm,Flexo Solvent Digital Plate 1.7 / 1270 x 2032 mm,FC2003732,1,25.8,10,"EGP 2,719 ","EGP 7,018 ","EGP 70,175 ",FLX.2023.SO.000043,FLX.2023.M.INV.00039,Unidots,"EGP 70,175 ","EGP 9,825 ","EGP 80,000 ",2023/233,2023-P02,40.28,"EGP 3,100 ",0,"EGP 2,119 ","EGP 54,673 ",22.10%,"EGP 54,673 ","EGP 70,175 ","EGP 80,000 ",Repro House,67,1-Sep-23,25
27-Sep-23,Sakata,Ink,Varnish,Flexo & Offset,,,Flexo Ink Varnish Flexo & Offset,FC2003333,50,"1,000.00","1,000",EGP 325 ,EGP 325 ,"EGP 6,500 ",FLX.2023.SO.000048,FLX.2023.M.INV.00043,Pacman CCL,"EGP 325,000 ","EGP 45,500 ","EGP 370,500 ",2023/172,2023-I01,39,EGP 371 ,0,EGP 301 ,"EGP 300,937 ",7.40%,"EGP 6,019 ","EGP 6,500 ","EGP 7,410 ",Label,30,26-Jul-23,63
4-Oct-23,Fuji,Plate,Solvent,Digital,1.7,1270 x 2032 mm,Flexo Solvent Digital Plate 1.7 / 1270 x 2032 mm,FC2003732,2,51.6,20,"EGP 2,719 ","EGP 7,018 ","EGP 70,175 ",FLX.2023.SO.000049,FLX.2023.M.INV.00040,Unidots,"EGP 140,351 ","EGP 19,649 ","EGP 160,000 ",2023/233,2023-P02,40.28,"EGP 3,100 ",0,"EGP 2,119 ","EGP 109,346 ",22.10%,"EGP 54,673 ","EGP 70,175 ","EGP 80,000 ",Repro House,73,1-Sep-23,33
8-Oct-23,Sakata,Ink,SUPERNOVA,White,,,Flexo Ink SUPERNOVA White,FC2003723,119,595,595,EGP 720 ,EGP 720 ,"EGP 3,600 ",FLX.2023.SO.000050,FLX.2023.M.INV.00041,Pacman CCL,"EGP 428,400 ","EGP 59,976 ","EGP 488,376 ",2023/172,2023-I01,39,EGP 821 ,0,EGP 668 ,"EGP 397,182 ",7.30%,"EGP 3,338 ","EGP 3,600 ","EGP 4,104 ",Label,34,26-Jul-23,74
8-Oct-23,Fuji,Plate,Solvent,Analog,3.94,1067 x 1524 mm,Flexo Solvent Analog Plate 3.94 / 1067 x 1524 mm,FC2003735,5,48.8,30,"EGP 2,719 ","EGP 4,422 ","EGP 26,531 ",FLX.2023.SO.000051,FLX.2023.M.INV.00042,essam,"EGP 132,656 ","EGP 18,572 ","EGP 151,228 ",2023/144,2023-P01,39.9,"EGP 3,100 ",0,"EGP 2,018 ","EGP 98,457 ",25.80%,"EGP 19,691 ","EGP 26,531 ","EGP 30,246 ",Repro House,28,15-May-23,146
10-Oct-23,Fuji,Plate,Solvent,Digital,1.7,1270 x 2032 mm,Flexo Solvent Digital Plate 1.7 / 1270 x 2032 mm,FC2003732,1,25.8,10,"EGP 2,719 ","EGP 7,018 ","EGP 70,175 ",FLX.2023.SO.000052,FLX.2023.M.INV.00044,Al Taraki,"EGP 70,175 ","EGP 9,825 ","EGP 80,000 ",2023/234,2023-P02,40.28,"EGP 3,100 ",0,"EGP 2,035 ","EGP 52,526 ",25.20%,"EGP 52,526 ","EGP 70,175 ","EGP 80,000 ",Repro House,-1,1-Sep-23,39
11-Oct-23,Fuji,Plate,Solvent,Analog,3.94,1067 x 1524 mm,Flexo Solvent Analog Plate 3.94 / 1067 x 1524 mm,FC2003735,8,78.1,48,"EGP 2,719 ","EGP 4,422 ","EGP 26,531 ",FLX.2023.SO.000053,FLX.2023.M.INV.00048,Flexo 24,"EGP 212,250 ","EGP 29,715 ","EGP 241,965 ",2023/144,2023-P01,39.9,"EGP 3,100 ",0,"EGP 2,018 ","EGP 157,531 ",25.80%,"EGP 19,691 ","EGP 26,531 ","EGP 30,246 ",Repro House,0,15-May-23,149
11-Oct-23,Fuji,Plate,Solvent,Analog,2.84,1067 x 1524 mm,Flexo Solvent Analog Plate 2.84 / 1067 x 1524 mm,FC2007777,2,26,16,"EGP 2,719 ","EGP 4,422 ","EGP 35,375 ",FLX.2023.SO.000053,FLX.2023.M.INV.00048,Flexo 24,"EGP 70,750 ","EGP 9,905 ","EGP 80,655 ",2023/144,2023-P01,39.9,"EGP 3,100 ",0,"EGP 2,018 ","EGP 52,510 ",25.80%,"EGP 26,255 ","EGP 35,375 ","EGP 40,327 ",Repro House,0,15-May-23,149
16-Oct-23,Fuji,Plate,Solvent,Digital,3.94,1270 x 2032 mm,Flexo Solvent Digital Plate 3.94 / 1270 x 2032 mm,FC2009933,4,61.9,24,"EGP 2,895 ","EGP 7,470 ","EGP 44,822 ",FLX.2023.SO.000054,FLX.2023.M.INV.00047,FLX DIG.,"EGP 179,287 ","EGP 25,100 ","EGP 204,387 ",2023/233,2023-P02,40.28,"EGP 3,300 ",0,"EGP 2,320 ","EGP 143,686 ",19.90%,"EGP 35,921 ","EGP 44,822 ","EGP 51,097 ",Repro House,56,1-Sep-23,45
16-Oct-23,Fuji,Plate,Solvent,Digital,3.94,1270 x 2032 mm,Flexo Solvent Digital Plate 3.94 / 1270 x 2032 mm,FC2009933,10,154.8,60,"EGP 2,895 ","EGP 7,470 ","EGP 44,822 ",FLX.2023.SO.000054,FLX.2023.M.INV.00047,FLX DIG.,"EGP 448,216 ","EGP 62,750 ","EGP 510,967 ",2023/234,2023-P02,40.28,"EGP 3,300 ",0,"EGP 2,303 ","EGP 356,662 ",20.40%,"EGP 35,666 ","EGP 44,822 ","EGP 51,097 ",Repro House,56,1-Sep-23,45
16-Oct-23,Fuji,Plate,Solvent,Digital,2.54,1270 x 2032 mm,Flexo Solvent Digital Plate 2.54 / 1270 x 2032 mm,FC2003733,1,23.2,9,"EGP 2,719 ","EGP 7,018 ","EGP 63,158 ",FLX.2023.SO.000054,FLX.2023.M.INV.00047,FLX DIG.,"EGP 63,158 ","EGP 8,842 ","EGP 72,000 ",2023/235,2023-P02,40.28,"EGP 3,100 ",0,"EGP 2,003 ","EGP 46,517 ",26.30%,"EGP 46,517 ","EGP 63,158 ","EGP 72,000 ",Repro House,56,1-Sep-23,45
16-Oct-23,Fuji,Plate,Solvent,Digital,3.94,1270 x 2032 mm,Flexo Solvent Digital Plate 3.94 / 1270 x 2032 mm,FC2009933,5,77.4,30,"EGP 2,895 ","EGP 7,470 ","EGP 44,822 ",FLX.2023.SO.000056,FLX.2023.M.INV.00045,flx importing,"EGP 224,108 ","EGP 31,375 ","EGP 255,483 ",2023/235,2023-P02,40.28,"EGP 3,300 ",0,"EGP 2,326 ","EGP 180,116 ",19.60%,"EGP 36,023 ","EGP 44,822 ","EGP 51,097 ",Repro House,3,1-Sep-23,45
16-Oct-23,Fuji,Plate,Solvent,Analog,3.94,1067 x 1524 mm,Flexo Solvent Analog Plate 3.94 / 1067 x 1524 mm,FC2003735,2,19.5,12,"EGP 2,719 ","EGP 4,422 ","EGP 26,531 ",FLX.2023.SO.000056,FLX.2023.M.INV.00045,flx importing,"EGP 53,062 ","EGP 7,429 ","EGP 60,491 ",2023/144,2023-P01,39.9,"EGP 3,100 ",0,"EGP 2,018 ","EGP 39,383 ",25.80%,"EGP 19,691 ","EGP 26,531 ","EGP 30,246 ",Repro House,3,15-May-23,154
17-Oct-23,Fuji,Plate,Solvent,Analog,3.94,1067 x 1524 mm,Flexo Solvent Analog Plate 3.94 / 1067 x 1524 mm,FC2003735,2,19.5,12,"EGP 2,719 ","EGP 4,422 ","EGP 26,531 ",FLX.2023.SO.000057,FLX.2023.M.INV.00046,CMX,"EGP 53,062 ","EGP 7,429 ","EGP 60,491 ",2023/144,2023-P01,39.9,"EGP 3,100 ",0,"EGP 2,018 ","EGP 39,383 ",25.80%,"EGP 19,691 ","EGP 26,531 ","EGP 30,246 ",Repro House,0,15-May-23,155
17-Oct-23,Fuji,Plate,Solvent,Analog,3.94,1067 x 1524 mm,Flexo Solvent Analog Plate 3.94 / 1067 x 1524 mm,FC2003735,1,9.8,6,"EGP 2,719 ","EGP 4,422 ","EGP 26,531 ",FLX.2023.SO.000057,FLX.2023.M.INV.00046,CMX,"EGP 26,531 ","EGP 3,714 ","EGP 30,246 ",2023/233,2023-P02,40.28,"EGP 3,100 ",0,"EGP 2,161 ","EGP 21,080 ",20.50%,"EGP 21,080 ","EGP 26,531 ","EGP 30,246 ",Repro House,0,1-Sep-23,46
19-Oct-23,Fuji,Plate,Solvent,Digital,1.14,1067 x 1524 mm,Flexo Solvent Digital Plate 1.14 / 1067 x 1524 mm,FC2003730,1,19.5,12,"EGP 2,719 ","EGP 4,422 ","EGP 53,062 ",FLX.2023.SO.000059,FLX.2024.M.INV.00004,Kortuba,"EGP 53,062 ","EGP 7,429 ","EGP 60,491 ",2023/233,2023-P02,40.28,"EGP 3,100 ",0,"EGP 2,050 ","EGP 40,000 ",24.60%,"EGP 40,000 ","EGP 53,062 ","EGP 60,491 ",Repro House,171,1-Sep-23,48
19-Oct-23,Fuji,Plate,Solvent,Digital,3.94,1270 x 2032 mm,Flexo Solvent Digital Plate 3.94 / 1270 x 2032 mm,FC2009933,1,15.5,6,"EGP 2,895 ","EGP 7,470 ","EGP 44,822 ",FLX.2023.SO.000060,FLX.2023.M.INV.00050,Kortuba,EGP 0 ,EGP 0 ,EGP 0 ,2023/233,2023-P02,40.28,"EGP 3,300 ",0,"EGP 2,320 ","EGP 35,921 ",0.00%,"EGP 35,921 ",EGP 0 ,EGP 0 ,Repro House,0,1-Sep-23,48
26-Oct-23,Fuji,Plate,Solvent,Analog,3.94,1067 x 1524 mm,Flexo Solvent Analog Plate 3.94 / 1067 x 1524 mm,FC2003735,2,19.5,12,"EGP 2,719 ","EGP 4,422 ","EGP 26,531 ",FLX.2023.SO.000061,FLX.2023.M.INV.00051,alshrouk,"EGP 53,062 ","EGP 7,429 ","EGP 60,491 ",2023/233,2023-P02,40.28,"EGP 3,100 ",0,"EGP 2,161 ","EGP 42,160 ",20.50%,"EGP 21,080 ","EGP 26,531 ","EGP 30,246 ",Repro House,0,1-Sep-23,55
26-Oct-23,Fuji,Plate,Solvent,Digital,1.14,1067 x 1524 mm,Flexo Solvent Digital Plate 1.14 / 1067 x 1524 mm,FC2003730,2,39,24,"EGP 2,807 ","EGP 4,565 ","EGP 54,774 ",FLX.2023.SO.000062,FLX.2023.M.INV.00052,Hayat,"EGP 109,548 ","EGP 15,337 ","EGP 124,885 ",2023/233,2023-P02,40.28,"EGP 3,200 ",0,"EGP 2,050 ","EGP 80,000 ",27.00%,"EGP 40,000 ","EGP 54,774 ","EGP 62,443 ",Wide Web,14,1-Sep-23,55
26-Oct-23,Fuji,Plate,Solvent,Digital,1.14,1067 x 1524 mm,Flexo Solvent Digital Plate 1.14 / 1067 x 1524 mm,FC2003730,3,58.5,36,"EGP 2,807 ","EGP 4,565 ","EGP 54,774 ",FLX.2023.SO.000062,FLX.2023.M.INV.00052,Hayat,"EGP 164,322 ","EGP 23,005 ","EGP 187,328 ",2023/234,2023-P02,40.28,"EGP 3,200 ",0,"EGP 2,035 ","EGP 119,147 ",27.50%,"EGP 39,716 ","EGP 54,774 ","EGP 62,443 ",Wide Web,14,1-Sep-23,55
29-Oct-23,Fuji,Plate,Solvent,Analog,3.94,1067 x 1524 mm,Flexo Solvent Analog Plate 3.94 / 1067 x 1524 mm,FC2003735,5,48.8,30,"EGP 2,807 ","EGP 4,565 ","EGP 27,387 ",FLX.2023.SO.000063,FLX.2023.M.INV.00054,flx home,"EGP 136,935 ","EGP 19,171 ","EGP 156,106 ",2023/233,2023-P02,40.28,"EGP 3,200 ",0,"EGP 2,161 ","EGP 105,400 ",23.00%,"EGP 21,080 ","EGP 27,387 ","EGP 31,221 ",Repro House,31,1-Sep-23,58
30-Oct-23,Fuji,Plate,Solvent,Analog,3.94,1067 x 1524 mm,Flexo Solvent Analog Plate 3.94 / 1067 x 1524 mm,FC2003735,1,9.8,6,"EGP 2,807 ","EGP 4,565 ","EGP 27,387 ",FLX.2023.SO.000064,FLX.2023.M.INV.00053,alahram,"EGP 27,387 ","EGP 3,834 ","EGP 31,221 ",2023/233,2023-P02,40.28,"EGP 3,200 ",0,"EGP 2,161 ","EGP 21,080 ",23.00%,"EGP 21,080 ","EGP 27,387 ","EGP 31,221 ",Repro House,0,1-Sep-23,59
7-Nov-23,Fuji,Plate,Solvent,Analog,3.94,1067 x 1524 mm,Flexo Solvent Analog Plate 3.94 / 1067 x 1524 mm,FC2003735,5,48.8,30,"EGP 2,807 ","EGP 4,565 ","EGP 27,387 ",FLX.2023.SO.000065,FLX.2023.M.INV.00055,flx importing,"EGP 136,935 ","EGP 19,171 ","EGP 156,106 ",2023/234,2023-P02,40.28,"EGP 3,200 ",0,"EGP 2,145 ","EGP 104,651 ",23.60%,"EGP 20,930 ","EGP 27,387 ","EGP 31,221 ",Repro House,26,1-Sep-23,67
7-Dec-23,Fuji,Plate,Solvent,Analog,3.94,1067 x 1524 mm,Flexo Solvent Analog Plate 3.94 / 1067 x 1524 mm,FC2003735,4,39,24,"EGP 2,807 ","EGP 4,565 ","EGP 27,387 ",FLX.2023.SO.000066,FLX.2023.M.INV.00061,essam,"EGP 109,548 ","EGP 15,337 ","EGP 124,885 ",2023/234,2023-P02,40.28,"EGP 3,200 ",0,"EGP 2,145 ","EGP 83,721 ",23.60%,"EGP 20,930 ","EGP 27,387 ","EGP 31,221 ",Repro House,31,1-Sep-23,97
9-Nov-23,Fuji,Plate,Solvent,Analog,3.94,1067 x 1524 mm,Flexo Solvent Analog Plate 3.94 / 1067 x 1524 mm,FC2003735,1,9.8,6,"EGP 2,807 ","EGP 4,565 ","EGP 27,387 ",FLX.2023.SO.000067,FLX.2023.M.INV.00056,CMX,"EGP 27,387 ","EGP 3,834 ","EGP 31,221 ",2023/233,2023-P02,40.28,"EGP 3,200 ",0,"EGP 2,161 ","EGP 21,080 ",23.00%,"EGP 21,080 ","EGP 27,387 ","EGP 31,221 ",Repro House,0,1-Sep-23,69
